id,episode,scene,characters,dialogue
1548,7,294,"Miki Koishikawa",¡Arimi!
1549,7,294,"Arimi Suzuki","Vaya, nos volvemos a encontrar"
1550,7,294,"Ginta Suou","¿No íbamos a bajar?"
1551,7,294,"Arimi Suzuki","Que oportunidad, es para que vea la buena relación que tenemos"
1552,7,294,"Ginta Suou","¿La buena relación que tenemos?"
1553,7,294,"Arimi Suzuki",Exacto
1554,7,294,"Arimi Suzuki","Vamos a mirar por el telescopio"
1555,7,294,"Arimi Suzuki","Mira, mira eso"
1556,7,294,"Ginta Suou","No te pongas rojo ahora qué vas a hacer que yo también me avergüence"
1557,7,295,"Miki's friend","Sí que se llevan bien estos dos"
1558,7,295,"Miki's friend","¿No es esa la chica del partido de tenis?"
1559,7,295,"Miki's friend","Aquí pasa algo raro"
1560,7,296,"Miki Koishikawa","Ginta, como te atreves a salir con Arimi, y a mí jamás me lo pediste"
1561,7,297,"Tsutomu Rokutanda","Ginta, eres un canalla"
1562,7,298,"Yuu Matsuura","Otra vez él"
1563,7,299,"Tsutomu Rokutanda","¿Estás sordo?, ya te dije que no te acerques a Arimi"
1564,7,299,"Ginta Suou","Bueno, yo"
1565,7,300,"Arimi Suzuki","No te rajes ahora"
1566,7,301,"Ginta Suou","¡No es asunto tuyo!"
1567,7,301,"Tsutomu Rokutanda","Que estúpido, como eres capaz de decirme eso"
1568,7,301,"Tsutomu Rokutanda","No recuerdas que de pequeño te apreciaba tanto que hasta te regalé una cucaracha"
1569,7,301,"Ginta Suou","¿Y a que viene eso ahora?"
1570,7,301,"Tsutomu Rokutanda","No puedo creer que seas tan desagradecido"
1571,7,301,"Tsutomu Rokutanda","¡Tú has dejado de ser mi primo para siempre!"
1572,7,301,"Ginta Suou","¡Me alegro!"
1573,7,301,"Ginta Suou","¡Pero ni por eso, lograras separarnos!"
1574,7,302,"Arimi Suzuki","¡Muy bien, sigue así!"
1575,7,303,"Miki Koishikawa",¡Vámonos!
1576,7,304,"Meiko Akizuki",¡Miki!
1577,7,305,"Ginta Suou","Me parece que me he pasado"
1578,7,305,"Arimi Suzuki","¡Que va! El juego acaba de comenzar"
1579,7,305,"Arimi Suzuki","Bueno nosotros también nos vamos"
1580,7,306,"Tsutomu Rokutanda",¡Esperadme!
1581,7,306,"Tsutomu Rokutanda","¡No escapareis!"
1582,7,306,"Tsutomu Rokutanda",¡Ginta!
1583,7,306,"Tsutomu Rokutanda",¡Arimi!
1584,7,306,"Tsutomu Rokutanda","¡Porque me pasan a mí estas cosas!"
1585,7,307,"Miki Koishikawa","Con que esa tenemos Ginta, ¿es que ya no te importo?"
1586,7,307,"Miki Koishikawa","¿Qué me pasa? Me duele el corazón"
1587,7,308,"Yuu Matsuura","¿Estás bien? ¿Ya se te va pasando?"
1588,7,308,"Yuu Matsuura","Lo cierto es que te ha dolido lo de Ginta y Arimi, ¿verdad?"
1589,7,308,"Miki Koishikawa","Que va, yo solo quería"
1590,7,309,"Miki Koishikawa","¿Qué me sucede? No lo entiendo"
1591,8,310,"Miki Koishikawa","Que bien que hoy sea domingo"
1592,8,310,"Miki Koishikawa","No tendré que ver a Ginta"
1593,8,310,"Miki Koishikawa","Debería quedarme todo el día"
1594,8,310,"Miki Koishikawa","Tampoco me será fácil ver a Yuu"
1595,8,311,"Chiyako Koishikawa","Miki, anda guapa, levántate y baja que ya es tarde"
1596,8,312,"Miki Koishikawa","¿Que hago?"
1597,8,312,"Miki Koishikawa","Si bajo, seguramente vea a Yuu"
1598,8,312,"Miki Koishikawa","Esto es lo malo de vivir en la misma casa"
1599,8,313,"Yuu Matsuura","Venga Miki, dormilona"
1600,8,313,"Miki Koishikawa",Yuu
1601,8,313,"Yuu Matsuura","Oye que estamos todos muertos de hambre por tu culpa"
1602,8,313,"Miki Koishikawa","Qué papelón"
1603,8,313,"Yuu Matsuura","Si no te levantas entraré y yo mismo te sacaré de la cama"
1604,8,313,"Miki Koishikawa","Está bien, ya voy"
1605,8,313,"Miki Koishikawa","Ya me levanto"
1606,8,314,"Miki Koishikawa","¿Pero que significa esto?"
1607,8,314,"Rumi Matsuura","Qué buena pinta tiene"
1608,8,314,"Chiyako Koishikawa","Estamos preparando una barbacoa"
1609,8,314,"Jin Koishikawa","Mamá y Chiyako han estado liadas cocinando toda la santa mañana"
1610,8,314,"Miki Koishikawa","O sea que lo ha hecho Chiyako, tú siempre has sido incapaz de cocinar tan bien"
1611,8,314,"Jin Koishikawa","Eso sí que es verdad"
1612,8,314,"Rumi Matsuura","Qué desconsiderado"
1613,8,314,"Youji Matsuura","Pero fue Rumi la que corto todas las hortalizas para la ensalada"
1614,8,314,"Rumi Matsuura","Muchas gracias por apoyarme"
1615,8,315,"All fathers","Por Yuu y Miki por haber vuelto tan bien de la excursión"
1616,8,315,"Youji Matsuura",Finalmente
1617,8,315,"Rumi Matsuura","Después de 3 días"
1618,8,315,"Jin Koishikawa","La familia al completo"
1619,8,315,"Chiyako Koishikawa","Puede comer unida"
1620,8,315,"All fathers","¡Qué felicidad!"
1621,8,316,"Miki Koishikawa","Pero esta gente"
1622,8,317,"Chiyako Koishikawa","Aunque os parezca mentira chicos, os hemos echado muchísimo de menos, ¿no es así?"
1623,8,317,"Rumi Matsuura","Eso es verdad ¿Youji?"
1624,8,317,"Youji Matsuura","Nada mejor que estar toda la familia junta"
1625,8,317,"Jin Koishikawa","Si tienes razón"
1626,8,317,"Chiyako Koishikawa","Que se enfría todo a comer, a comer venga"
1627,8,317,"Yuu Matsuura","No son mala gente, ¿verdad Miki?"
1628,8,317,"Miki Koishikawa",Si
1629,8,317,"Youji Matsuura","¿Qué tal os fue el viaje a Hokkaido?"
1630,8,317,"Chiyako Koishikawa","Vamos, nos lo tenéis que contar todo"
1631,8,317,"Rumi Matsuura","Anoche cuando llegasteis, simplemente nos disteis los regalos y os fuisteis derechos a la cama"
1632,8,317,"Jin Koishikawa","¿Visteis Hakodate?"
1633,8,317,"Miki Koishikawa","Si, la vista por la noche desde el monte Hakodate es preciosa"
1634,8,317,"Jin Koishikawa","La vista desde el monte Hakodate, que recuerdos"
1635,8,317,"Yuu Matsuura","Vaya Jin no sabía que hubieras estado allí"
1636,8,317,"Jin Koishikawa","Si, cuando era más joven"
1637,8,317,"Yuu Matsuura","¿De verdad? Y fuiste solo o quizás con alguna"
1638,8,317,"Jin Koishikawa","No, no, no, fui con dos amigos"
1639,8,318,"Miki Koishikawa","Oh, no, otra vez he vuelto confraternizar con ellos"
1640,8,318,"Miki Koishikawa","Me jure a mi misma que nunca aceptaría, esta extraña familia"
1641,8,318,"Miki Koishikawa","Pero me he vuelto a despistar otra vez"
1642,8,318,"Miki Koishikawa","No me di cuenta de que estar otra vez porque no ha hecho más que pensar en Ginta y Arimi"
1643,8,318,"Miki Koishikawa","Ya que lo pienso, me había olvidado completamente de ellos"
1644,8,318,"Miki Koishikawa","Y lo de los celos y también lo mi confusión parecía haber desaparecido del todo"
1645,8,319,"Chiyako Koishikawa","Oye Rumi, vamos a por las cosas de la otra, ¿quieres?"
1646,8,319,"Rumi Matsuura","Ah, si, la salsa brava, tenía muy buena pinta"
1647,8,320,"Miki Koishikawa","Bueno, solo por hoy, creo que voy a dejarlo pasar"
1648,8,321,"Rumi Matsuura","Que haces ahí sola, ven aquí con nosotros"
1649,8,321,"Miki Koishikawa",Sí
1650,8,322,"Miki Koishikawa","Que rico"
1651,8,323,"Jin Koishikawa","Oídme todos"
1652,8,323,"Jin Koishikawa","Se me ha ocurrido que, ya que hace tan buen día, podríamos salir a dar una vuelta todos juntos"
1653,8,323,"Jin Koishikawa","O tal vez de compras o al cine y después podríamos cenar por ahí"
1654,8,323,"Rumi Matsuura","Por mi encantada"
1655,8,323,"Chiyako Koishikawa","Muy buena idea"
1656,8,323,"Youji Matsuura","Yo también estoy de acuerdo ¿y tú Yuu?"
1657,8,323,"Yuu Matsuura","Me gustaría ver esa película que acaban de estrenar"
1658,8,323,"Miki Koishikawa",¡No!
1659,8,323,"Miki Koishikawa","Lo que decís es imposible, no podemos salir de aquí"
1660,8,323,"Chiyako Koishikawa","¿Y por qué es imposible?"
1661,8,323,"Miki Koishikawa","Puedes, por qué queríamos si nos viera algún profesor o alguno de nuestros amigos"
1662,8,323,"Yuu Matsuura","¿Cómo qué haríamos?"
1663,8,323,"Miki Koishikawa","Que yo no quiero que nadie sepa lo de esta extraña familia"
1664,8,323,"Miki Koishikawa","No me miréis con esas caras"
1665,8,323,"Jin Koishikawa","¿Y eso porque?"
1666,8,323,"Miki Koishikawa","No veis que todos creerán que vuestra idea de divorciaros, cambiar las parejas y volveros a casarse, es una locura"
1667,8,323,"Miki Koishikawa","Y para colmo ni tan siquiera os habéis vuelto a casar"
1668,8,323,"Miki Koishikawa","Cuatro personas sin relación, viviendo con sus hijos en la misma casa, es totalmente absurdo"
1669,8,323,"Miki Koishikawa","Será un escándalo si llega saberse"
1670,8,323,"Miki Koishikawa","¡Ni se os ocurra!"
1671,8,324,"Miki Koishikawa","¿Por qué tengo que ser yo la única a quién le importe?"
1672,8,324,"Miki Koishikawa","La vida es dura para una chica cuyos padres no poseen el más mínimo sentido común"
1673,8,324,"Miki Koishikawa","Arimi va siempre muy bien maquillada"
1674,8,324,"Miki Koishikawa","Así tiene un aspecto tan adulto"
1675,8,324,"Miki Koishikawa","Y yo parezco una cría"
1676,8,325,"Arimi Suzuki","Buenas tardes"
1677,8,325,"Miki Koishikawa","Buenas tardes"
1678,8,326,"Miki Koishikawa","Que bien huele"
1679,8,327,"Arimi Suzuki","¿Estás sola?"
1680,8,327,"Miki Koishikawa",Si
1681,8,327,"Arimi Suzuki","Bueno yo he quedado con Ginta así que, hasta luego"
1682,8,328,"Miki Koishikawa","¿Se ha arreglado así para él?"
1683,8,329,"Miki Koishikawa","¡Ya estoy de vuelta!"
1684,8,329,"Miki Koishikawa","¿Qué ha sido ese ruido?"
1685,8,329,"Miki Koishikawa","A quién se le ha caído el..."
1686,8,329,"Miki Koishikawa",¡Mamá!
1687,8,329,"Rumi Matsuura","No pasa nada, solo se ha roto el jarrón"
1688,8,329,"Jin Koishikawa","Haced el favor de iros a vuestros cuartos"
1689,8,330,"Yuu Matsuura","Yo creo que han debido pelearse"
1690,8,330,"Yuu Matsuura","¿A ti qué te parece?"
1691,8,330,"Miki Koishikawa","Bueno, no se puede"
1692,8,330,"Yuu Matsuura","Y al parecer fue una pelea muy seria"
1693,8,330,"Miki Koishikawa","¿Por qué? Estaban tan contentos hace poco"
1694,8,330,"Miki Koishikawa","¿Qué pasaría?"
1695,8,330,"Yuu Matsuura",Bueno
1696,8,330,"Yuu Matsuura","No sé todos los detalles, pero"
1697,8,330,"Yuu Matsuura","Creo que tus padres y los míos tenían opiniones muy distintas sobre alguna cosa"
1698,8,330,"Yuu Matsuura","Y eso acabo convirtiéndose en una pelea"
1699,8,330,"Miki Koishikawa","Si ya veo, es tan desagradable que haya tanta tensión dentro de casa"
1700,8,330,"Rumi Matsuura","¡Ya no aguanto más!, ¡es insoportable vivir así!"
1701,8,330,"Chiyako Koishikawa","Es verdad, diecisiete años de matrimonio son demasiados"
1702,8,330,"Chiyako Koishikawa","Ahora resulta imposible cambiar de pareja"
1703,8,330,"Youji Matsuura","Tienes razón"
1704,8,330,"Jin Koishikawa","Tenemos que aceptar que este experimento ha fracasado"
1705,8,330,"Jin Koishikawa","¡Acabemos ya con esta farsa!"
1706,8,330,"Miki Koishikawa","Esperad, pero ¿Se puede saber qué pasa?"
1707,8,330,"Jin Koishikawa","Miki, lo siento perdona"
1708,8,330,"Jin Koishikawa","Nosotros decidimos poner en marcha esta nueva vida"
1709,8,330,"Jin Koishikawa","A pesar de que siempre te opusiste a ello, de modo que terminar con esto será lo mejor"
1710,8,330,"Miki Koishikawa","¿Terminar? ¿Como que terminar?"
1711,8,330,"Jin Koishikawa","Lo único bueno de esto es que no nos hemos vuelto a casar"
1712,8,330,"Youji Matsuura",Si
1713,8,330,"Jin Koishikawa","Por qué no volvemos a estar como antes y renunciamos a esta locura"
1714,8,330,"Youji Matsuura","Sí, será lo mejor"
1715,8,331,"Chiyako Koishikawa","Un momento, parad el carro, esto va demasiado rápido, ¿cómo hemos llegado hasta aquí?"
1716,8,332,"Yuu Matsuura","¿Entonces deberé trasladarme de nuevo?"
1717,8,332,"Chiyako Koishikawa","Lo siento Yuu, será mejor que no volvamos a ver a los Koishikawa"
1718,8,332,"Yuu Matsuura","Pues, menudo rollo"
1719,8,332,"Yuu Matsuura","Ahora que ya por fin me había acostumbrado a este instituto"
1720,8,332,"Miki Koishikawa","¿Yuu, se va a ir?"
1721,8,332,"Rumi Matsuura","Voy a recoger mis cosas, perdonad"
1722,8,332,"Miki Koishikawa","¡Eh! ¡A donde creeis que vais! ¿Es que todo va a terminar tan fácilmente? ¿Estáis seguros de que no vais a arrepentiros?"
1723,8,332,"Miki Koishikawa","O es que antes no pensasteis bien lo del divorcio"
1724,8,332,"Rumi Matsuura","Pero Miki, hija"
1725,8,332,"Rumi Matsuura","Acaso no eras tú la que siempre se oponía"
1726,8,332,"Jin Koishikawa","Todo volverá a ser normal"
1727,8,332,"Jin Koishikawa","Como tú quieres"
1728,8,332,"Jin Koishikawa","¿No estás contenta?"
1729,8,332,"Miki Koishikawa","Es lo que quería"
1730,8,332,"Miki Koishikawa",Pero
1731,8,332,"Miki Koishikawa","Yo creo, que la situación de esta familia es muy extraña"
1732,8,332,"Miki Koishikawa","Pero si os miro uno a uno en vez de en grupo"
1733,8,332,"Miki Koishikawa","Resulta que sois muy buenas personas"
1734,8,332,"Miki Koishikawa","Hasta he empezado a pensar qué tal vez podría salir bien"
1735,8,332,"Miki Koishikawa","Y de repente todo cambiáis de opinión tan fácilmente"
1736,8,332,"Miki Koishikawa","Aunque fuese solo por un corto periodo de tiempo"
1737,8,332,"Miki Koishikawa","Habéis sido muy felices"
1738,8,332,"Miki Koishikawa","¿Porque renunciar de golpe a eso?"
1739,8,332,"Jin Koishikawa","Miki, Nos estás intentando decir que tú no estás disgustada con tu vida tú"
1740,8,332,"Miki Koishikawa",Eso
1741,8,332,"Jin Koishikawa","¿Y qué te parece bien que sigamos así siempre?"
1742,8,332,"Jin Koishikawa","¿Te parece bien?"
1743,8,332,"Miki Koishikawa",Bueno
1744,8,332,"Miki Koishikawa","Si, vale, ¿pero no estabamos?"
1745,8,332,"Jin Koishikawa","Que buena noticia, ¡nos acabas de dar!"
1746,8,332,"Youji Matsuura","Perdona si te hemos asustado Miki, pero nos hemos visto obligados a fingir todo esto"
1747,8,332,"Youji Matsuura","Porque estábamos preocupados por saber si habías aceptado nuestro modo de vida"
1748,8,332,"Miki Koishikawa","¿Estabais fingiendo?"
1749,8,332,"Jin Koishikawa","Miki, tú siempre te has obstinado en oponerte a esta situación "
1750,8,332,"Jin Koishikawa","Pero me tranquiliza saber que sientes en realidad"
1751,8,332,"Miki Koishikawa","¿Entonces era todo mentira?"
1752,8,332,"Miki Koishikawa","¿Habéis actuado todos?"
1753,8,332,"Yuu Matsuura","Toma, pues claro, que sí, si se veía la lengua"
1754,8,332,"Youji Matsuura"," Ah, ¿te diste cuenta?"
1755,8,332,"Yuu Matsuura","Más o menos por la mitad"
1756,8,332,"Yuu Matsuura","Vuestras clases parecían sacadas de una película"
1757,8,332,"Youji Matsuura","¡Vaya vista tienes!"
1758,8,332,"Rumi Matsuura","Pero la verdad es que nos ha salido bastante bien"
1759,8,332,"Chiyako Koishikawa","Me sentía como una actriz ha sido muy divertido"
1760,8,332,"Rumi Matsuura","La pena ha sido lo del jarrón y los vasos"
1761,8,333,"Miki Koishikawa","¡Sois unos!"
1762,8,333,"Miki Koishikawa",¡Miki!
1763,8,333,"Miki Koishikawa",¡Que!
1764,8,333,"Rumi Matsuura","No queríamos herirte, ábrenos, por favor"
1765,8,333,"Miki Koishikawa","¡Callad! ¡Largo de aquí!"
1766,8,333,"Jin Koishikawa","Pobrecilla, la hemos hecho estallar"
1767,8,333,"Chiyako Koishikawa","Lo que hemos hecho no ha estado nada bien"
1768,8,333,"Youji Matsuura","Por eso yo me opuse siempre a este plan"
1769,8,333,"Rumi Matsuura","Ahora ya es demasiado tarde para escusas, la culpa es de todos"
1770,8,334,"Miki Koishikawa","¡Que crueles han sido!"
1771,8,334,"Miki Koishikawa","Han jugado con mis sentimientos"
1772,8,334,"Miki Koishikawa","Ya no puedo más, ¡me iré de esta casa!"
1773,8,334,"Miki Koishikawa","Pero no puedo irme tal cual, lamentablemente no tengo dinero"
1774,8,334,"Miki Koishikawa","Pero podría irme al colegio Mayor de otro instituto, estoy aunque ellos pagaran los gastos"
1775,8,334,"Miki Koishikawa","No tendría que verles"
1776,8,334,"Miki Koishikawa","Entonces tampoco vería a Meiko"
1777,8,334,"Miki Koishikawa","No, eso tampoco"
1778,8,335,"Miki Koishikawa",¡Yuu!
1779,8,335,"Yuu Matsuura","Miki, ábreme"
1780,8,335,"Miki Koishikawa","¿Cómo has llegado hasta aquí?"
1781,8,335,"Yuu Matsuura","Pues dando un salto desde el otro balcón"
1782,8,335,"Yuu Matsuura","Ha sido muy emocionante"
1783,8,335,"Miki Koishikawa","¡No puede ser!"
1784,8,335,"Miki Koishikawa","¿Por qué has hecho eso?, si te llegas a caer te matas"
1785,8,335,"Yuu Matsuura","Te he asustado tanto que has dejado de llorar"
1786,8,335,"Yuu Matsuura","Tienes que dejar de llorar, me gustas más cuando estás alegre"
1787,8,335,"Yuu Matsuura","Miki, es natural que estés enfadada porque te han hecho daño al engañarte de ese modo"
1788,8,335,"Yuu Matsuura","Pero es que ellos se sentía mal, porque creían que te estaban obligando a aceptar esta situación"
1789,8,335,"Yuu Matsuura","Ya sé que fue un modo muy cruel"
1790,8,335,"Yuu Matsuura","Pero lo único que querían era saber que no les odiabas"
1791,8,335,"Yuu Matsuura","Así que perdonarles, por favor"
1792,8,335,"Yuu Matsuura",¿Vale?
1793,8,336,"Miki Koishikawa","Tú, que siempre estás tocándome el pelo"
1794,8,336,"Miki Koishikawa","Ahora es tan amable"
1795,8,336,"Miki Koishikawa","¿Por qué me confundes?"
1796,8,336,"Miki Koishikawa","Meiko, creo que lo que me decidió fue que no quería perder a Yuu"
1797,8,336,"Miki Koishikawa","A veces es borde y difícil de entender"
1798,8,336,"Miki Koishikawa","Pero, no sé cómo se ha vuelto muy importante para mi"
1799,8,337,"Miki Koishikawa","Sí, adelante"
1800,8,337,"Miki Koishikawa",Chiyako
1801,8,337,"Chiyako Koishikawa","Perdona si te molesto, pero quería volver a pedirte perdón lamento tanto lo de antes"
1802,8,337,"Miki Koishikawa","Ya, lo he olvidado"
1803,8,337,"Chiyako Koishikawa","Ah, muy bien"
1804,8,337,"Chiyako Koishikawa","Bueno con esto no es que quiere comprar tu perdón, pero"
1805,8,337,"Miki Koishikawa","¿Y esto que es?"
1806,8,337,"Chiyako Koishikawa","La compañía para la que trabajo ha empezado hace poco a fabricar productos de maquillaje para chicas de tu edad"
1807,8,337,"Chiyako Koishikawa","Y he pensado, que bueno"
1808,8,337,"Chiyako Koishikawa","Ábrelo a ver"
1809,8,337,"Miki Koishikawa","Ala, qué bien"
1810,8,337,"Chiyako Koishikawa","Quería que los usases, así que hace unos días los traje a casa"
1811,8,337,"Chiyako Koishikawa","Pero entonces sucedió todo esto y no tuve la oportunidad de dártelos"
1812,8,337,"Miki Koishikawa","Me encantan, muchas gracias"
1813,8,337,"Chiyako Koishikawa","No es para tanto"
1814,8,337,"Miki Koishikawa","Tiene un aroma muy delicado"
1815,8,337,"Miki Koishikawa","Hoy me encontré una chica que conozco"
1816,8,337,"Miki Koishikawa","Iba muy bien maquillada"
1817,8,337,"Miki Koishikawa","Y su aroma era el de una mujer adulta"
1818,8,337,"Miki Koishikawa","Me dio un poco de envidia"
1819,8,337,"Chiyako Koishikawa","Todo el mundo tenemos un aroma propio, una aroma que encaja con nuestra personalidad"
1820,8,337,"Chiyako Koishikawa","Y que ese aroma le sentase bien a esa chica no significa que a ti o a cualquier otro les vaya a sentar igual de bien"
1821,8,337,"Miki Koishikawa","Pues a mí me gusta el de esta colonia"
1822,8,337,"Chiyako Koishikawa","Bueno yo creo que la fragancia que mejor te puede sentar es una cómo está"
1823,8,337,"Chiyako Koishikawa","Una fragancia fresca y delicada"
1824,8,337,"Miki Koishikawa","¡Cómo se nota que eres vendedora!"
1825,8,337,"Miki Koishikawa","Sabes ser muy persuasiva"
1826,8,337,"Miki Koishikawa","¿Podrías explicarme más cosas acerca del maquillaje?"
1827,8,337,"Chiyako Koishikawa",Claro
1828,8,338,"Miki Koishikawa","Ahora que llevo esta fragancia"
1829,8,338,"Miki Koishikawa","Me siento algo más adulta"
1830,9,339,"Meiko Akizuki",Meiko
1831,9,339,"Meiko Akizuki","A veces me odio por sentir celos de Ginta y Arimi"
1832,9,339,"Meiko Akizuki","Por otro lado, la ternura de Yuu me desconcierta"
1833,9,339,"Meiko Akizuki","No, no quiero ser tan frívola"
1834,9,339,"Meiko Akizuki","No quiero jugar con los sentimientos de los dos"
1835,9,339,"Meiko Akizuki","Miki creo que eso les pasa a muchos"
1836,9,340,"Satoshi Miwa","Hola, ¿Esperabas a alguien?"
1837,9,340,"Meiko Akizuki","No, la verdad es que no"
1838,9,341,"Meiko Akizuki","Pero esperaba que viniera"
1839,9,342,"Satoshi Miwa","Vaya, debería venir más a menudo a la biblioteca, desde luego soy un chico con suerte"
1840,9,342,"Satoshi Miwa","Tú eres Meiko de primer curso, ¿no es así?"
1841,9,342,"Meiko Akizuki","¿Cómo sabes mi nombre?"
1842,9,342,"Satoshi Miwa","Las chicas tan guapas como tú destacan"
1843,9,342,"Satoshi Miwa","Siempre es una gran noticia que llegue al instituto un bombón como tú"
1844,9,342,"Satoshi Miwa","Lo digo en serio has causado sensación, si la belleza de todas las chicas fuera como una carrera de caballos"
1845,9,342,"Satoshi Miwa","Tú llevarías a las demás tres cabezas de ventaja"
1846,9,342,"Meiko Akizuki","Hazme el favor de no compararme con un caballo"
1847,9,342,"Satoshi Miwa","Espera, deja que me presente, me llamo"
1848,9,342,"Meiko Akizuki","Satoshi Miwa"
1849,9,342,"Meiko Akizuki","¿De tercero no?"
1850,9,342,"Satoshi Miwa","Vaya, ya entonces yo también debo tener tres cabezas de ventaja"
1851,9,342,"Meiko Akizuki","No seas tan creído guapo, todos saben el nombre del presidente del consejo estudiantil"
1852,9,342,"Satoshi Miwa","¿Oye te apetecería salir conmigo?"
1853,9,342,"Meiko Akizuki","No, Gracias"
1854,9,342,"Satoshi Miwa","¡No seas vergonzosa!"
1855,9,342,"Satoshi Miwa","¡No te vayas!"
1856,9,342,"Satoshi Miwa","¡Espera Meiko!"
1857,9,343,"Ryoko Momoi","¡Eh Namura!"
1858,9,343,"Ryoko Momoi","Oye, ¿Estás ocupado esta tarde?"
1859,9,343,Namura,"En realidad, no"
1860,9,343,"Ryoko Momoi","¡Bien! ¿Te gustaria venir conmigo?"
1861,9,343,Namura,"Pues, claro"
1862,9,343,"Ryoko Momoi",Estupendo
1863,9,344,"Ginta Suou","Ojalá no hubiera estado de acuerdo, ahora no puedo hablarle a Miki como siempre"
1864,9,345,"Yuu Matsuura","Ah, Hola Miki ¿qué tal?"
1865,9,345,"Yuu Matsuura","¿Qué? ¿Hoy no entrenas?"
1866,9,345,"Miki Koishikawa","Que va, Hoy están limpiando las pistas y no se puede jugar"
1867,9,345,"Yuu Matsuura","Que suerte"
1868,9,345,"Yuu Matsuura","Si no tienes que entrenar podrías ayudarme en mi trabajo"
1869,9,346,"Miki Koishikawa",¿Trabajo?
1870,9,347,"Miki Koishikawa","¿Qué tipo de trabajo?"
1871,9,347,"Yuu Matsuura","Pues ya sabes en el Junk Jungle, hoy vamos a tener mucho lío"
1872,9,348,"Ginta Suou","¿De qué están hablando?"
1873,9,349,"Yuu Matsuura","Anda, que tarde es ya"
1874,9,349,"Yuu Matsuura","Venga, date, prisa, vamos"
1875,9,349,"Miki Koishikawa",¿Prisa?
1876,9,349,"Miki Koishikawa","Todavía no te he dicho que si al trabajo"
1877,9,350,"Ginta Suou",¿Trabajo?
1878,9,351,"Miki Koishikawa","¡Espera Yuu, espera!"
1879,9,352,"Miki Koishikawa","¡Bienvenidos a la tienda!"
1880,9,352,"Miki Koishikawa","¿Está buscando algo en particular?"
1881,9,352,Customer,"Sí, quisiera echarle un vistazo a las camisas de cuadros"
1882,9,352,"Miki Koishikawa","En aquella estantería de ahí hay un montón de ellas"
1883,9,353,"Yuu Matsuura","La chica lo está haciendo bastante bien, ¿no le parece jefe?"
1884,9,353,"Takuji Kijima","Mucho más que eso, es genial"
1885,9,353,"Yuu Matsuura","¿Ah si?"
1886,9,353,"Miki Koishikawa","Aquí tiene"
1887,9,353,"Takuji Kijima","Muy bien chavala"
1888,9,353,"Miki Koishikawa",Gracias
1889,9,353,"Takuji Kijima","Miki, sabes tratar a los clientes"
1890,9,353,"Takuji Kijima","Parece como si llevarás haciéndolo toda la vida"
1891,9,353,"Miki Koishikawa","¿De verdad?"
1892,9,354,Customer,¡Yuu!
1893,9,354,Customer,"Oye, ¿que te parece esta falda?"
1894,9,355,"Miki Koishikawa","¿Por qué le llama Yuu?"
1895,9,356,"Yuu Matsuura","Te queda muy bien y con esa chaqueta tan bonita que llevas estás aún más guapa"
1896,9,356,Customer,"¿Si? Pues me la llevare puesta"
1897,9,357,Customer,"¡Yuu! ¿Tienes alguna de mi talla?"
1898,9,357,Customer,"Yuu, no lo encuentro"
1899,9,357,Customer,"Yuu, aqui por favor"
1900,9,358,"Miki Koishikawa","Entonces es verdad que tenía un club de fans"
1901,9,358,"Miki Koishikawa","Menudo elemento"
1902,9,359,"Takuji Kijima","Oye Miki, ¿te gustaría seguir trabajando aquí?"
1903,9,359,"Yuu Matsuura","¡Ni hablar! "
1904,9,359,"Yuu Matsuura","Que pasaría si de repente tuviera que ayudar a un tipo a probarse unos pantalones"
1905,9,359,"Yuu Matsuura",Dime
1906,9,359,"Yuu Matsuura","¿De qué te ríes?"
1907,9,359,"Miki Koishikawa","Es que pareces un crío así con la lengua fuera"
1908,9,360,"Yuu Matsuura","Casi me muero del disgusto al oírte decir que parezco un crío"
1909,9,360,"Miki Koishikawa","¡Siempre me engañas!"
1910,9,361,"Miki Koishikawa","Gracias Yuu"
1911,9,361,"Miki Koishikawa","Aunque fuera una broma me has hecho muy feliz"
1912,9,362,"Takuji Kijima","¡Bienvenidos!, pasen"
1913,9,362,"Miki Koishikawa","Si, bienvenidos"
1914,9,363,"Miki Koishikawa",¡Ginta!
1915,9,364,"Yuu Matsuura",¡Eh!
1916,9,365,"Ginta Suou",Hola
1917,9,365,"Arimi Suzuki","Hola, qué hay"
1918,9,365,"Miki Koishikawa",Hola
1919,9,365,"Arimi Suzuki","Nos hemos citado en la esquina y como hemos visto el cartel de ofertas"
1920,9,366,"Miki Koishikawa","¿Estaban citados?"
1921,9,367,"Arimi Suzuki","Sabía que Yuu estaba trabajando aquí, pero que sorpresa no sabía que tú también estabas"
1922,9,367,"Miki Koishikawa","Les estoy echando una mano, pero solo por hoy"
1923,9,367,"Arimi Suzuki","Qué bien"
1924,9,367,"Arimi Suzuki","Bueno me gustaría comprarme unas deportivas, oye Ginta tú qué sabes ayúdame"
1925,9,368,"Ginta Suou","Oye vámonos de aquí"
1926,9,368,"Arimi Suzuki","¿Pero qué dices?"
1927,9,368,"Arimi Suzuki","¿Estás tonto?"
1928,9,368,"Arimi Suzuki","Tenemos una magnífica oportunidad para ponerla celosa"
1929,9,368,"Ginta Suou","Puede ser, pero esto no saldrá bien"
1930,9,368,"Arimi Suzuki","Si te rajas no servirá de nada lo que hemos hecho hasta ahora"
1931,9,369,"Tsutomu Rokutanda","Estoy muerto de hambre"
